"","SMILES_Solute","Temperature_K","Solvent","SMILES_Solvent","Solubility(mole_fraction)","Solubility(mol/L)","LogS(mol/L)","Compound_Name","CAS","PubChem_CID","FDA_Approved","Source"
"117","O=[N+]([O-])c1cn[nH]c1",298.15,"water","O",0.003699,0.205483254916305,-0.687223563538539,"4-nitropyrazole","2075-46-9",16376,"No","10.1016/j.jct.2016.08.023"
"118","N[C@@H](Cc1cnc[nH]1)C(=O)O",298.15,"water","O",0.004587,0.255039884603465,-0.593391896786842,"L-histidine","71-00-1",6274,"No","10.1016/j.jct.2016.09.039"
"119","Nc1ccccc1N",298.15,"water","O",0.006081,0.338615381584206,-0.470293317977175,"O-phenylenediamine","95-54-5",7243,"No","10.1016/j.jct.2016.10.018"
"120","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C",298.15,"water","O",2.772e-05,0.00153422104650915,-2.8141120638791,"11a,17a-dihydroxy-4-pregnene-3,20-dione","641-77-0",92827,"No","10.1016/j.jct.2016.10.046"
"121","C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C",298.2,"water","O",6e-06,0.00033172356537862,-3.47922367544955,"Diosgenin","512-04-9",99474,"No","10.1016/j.jct.2016.11.017"
"122","C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O",298.2,"water","O",0.000135,0.00746474317866682,-2.12698512939997,"Estriol","50-27-1",5756,"Yes","10.1016/j.jct.2016.11.017"
"123","Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O",298.15,"water","O",3.441e-05,0.00190450575052913,-2.72021771167759,"Econazole nitrate","24169-02-6",68589,"Yes","10.1016/j.jct.2017.03.038"
"124","NC(=O)c1cnccn1",298.15,"water","O",0.00239599999999999,0.132926418426276,-0.876388696735672,"Pyrazinamide","98-96-4",1046,"Yes","10.1016/j.jct.2017.04.014"
"125","CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1",298.15,"water","O",0.0002315,0.0128154605343177,-1.89226578246303,"Paclobutrazol","66346-05-2",73671,"No","10.1016/j.jct.2017.05.004"
"126","Brc1cn[nH]c1",298.15,"water","O",0.006602,0.367819635826903,-0.434365089933059,"4-bromopyrazole","2075-45-8",16375,"No","10.1016/j.jct.2017.05.005"
"127","NCC1(CC(=O)O)CCCCC1.O",298.15,"water","O",0.01245,0.697738889136443,-0.156307070532849,"Gabapentin monohydrate",NA,14598836,"No","10.1016/j.jct.2017.05.041"
"128","Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O",298.15,"water","O",0.0004259,0.0235817112276645,-1.62742468313547,"Adenosine","58-61-7",60961,"Yes","10.1016/j.jct.2017.07.023"
"129","NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1",298.15,"water","O",0.01741,0.980638867733027,-0.00849089743753359,"Ribavirin(II)","36791-04-5",37542,"Yes","10.1016/j.jct.2017.07.027"
"130","Cc1cc(=O)[nH]c(=S)[nH]1",298.15,"water","O",6.676e-05,0.00369511529538921,-2.4323720061541,"6-methyl-2-thiouracil","56-04-2",667493,"No","10.1016/j.jct.2018.02.002"
"131","Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1",298.15,"water","O",1.066e-05,0.00058998980302985,-3.22915549433436,"Dapsone","80-08-0",2955,"Yes","10.1016/j.jct.2018.03.010"
"132","N[C@@H](Cc1ccc(O)cc1)C(=O)O",298.15,"water","O",4.997e-05,0.00276575510736389,-2.55818627694868,"L-tyrosine","60-18-4",6057,"Yes","10.1016/j.jct.2018.05.011"
"133","Nc1ncnc2nc[nH]c12",298.15,"water","O",0.0001344,0.00743944115980944,-2.12845968680983,"Adenine","73-24-5",190,"No","10.1016/j.jct.2018.05.030"
"134","Clc1ncnc2nc[nH]c12",298.15,"water","O",0.000658,0.0364413472657848,-1.43840557518752,"6-chloropurine","87-42-3",5359277,"No","10.1016/j.jct.2018.07.028"
"135","[NH3+]O.[NH3+]O.[O-]n1nnnc1-c1nnnn1[O-]",298.15,"water","O",7.959e-05,0.00440530257473467,-2.35602425705335,"Dihydroxylammonium 5,5’-bistetrazole-1,1'-diolate (TKX-50)",NA,139051543,"No","10.1016/j.jct.2018.07.030"
"136","COC(=O)Nc1nc2ccccc2[nH]1",298.15,"water","O",7.351e-07,4.06845403151989e-05,-4.39057058662917,"Carbendazim","10605-21-7",25429,"No","10.1016/j.jct.2018.08.001"
"137","N[C@H](Cc1c[nH]c2ccccc12)C(=O)O",298.15,"water","O",0.001917,0.106301189872242,-0.973461874215585,"D-tryptophan","153-94-6",9060,"No","10.1016/j.jct.2018.08.018"
"138","NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1",298.15,"water","O",3.838e-06,0.00021241701842054,-3.67281069140389,"Chlorhexidine","55-56-1",2713,"No","10.1016/j.jct.2018.09.008"
"139","Cc1c(C(=O)/C=C/c2ccccc2)[n+](=O)c2ccccc2n1[O-]",298.15,"water","O",3.954e-06,0.00021883715171007,-3.65987894644734,"Quinocetone","81810-66-4",5387181,"No","10.1016/j.jct.2018.11.021"
"140","COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O",298.15,"water","O",2.942e-08,1.62826599294938e-06,-5.78827464746031,"Curcumin","458-37-7",969516,"No","10.1016/j.jct.2018.11.022"
"141","CCCc1cc(=O)[nH]c(=S)[nH]1",298.15,"water","O",0.00012629999999999,0.00699102534785031,-2.15545912321621,"Propylthiouracil","51-52-5",657298,"Yes","10.1016/j.jct.2018.12.038"
"142","c1ccc2c(c1)CCc1ccccc1N2",298.15,"water","O",2.73e-06,0.0001510937513702,-3.82075349596246,"Iminodibenzyl","494-19-9",10308,"No","10.1016/j.jct.2018.12.045"
"143","Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-]",298.15,"water","O",5.536e-05,0.00306409902069497,-2.51369720397202,"Dinitolmide","148-01-6",3092,"No","10.1016/j.jct.2019.01.013"
"144","C=NCC#N",298.15,"water","O",0.001707,0.0946363902799064,-1.02394183337818,"Methyleneaminoacetonitrile","109-82-0",8015,"No","10.1016/j.jct.2019.01.015"
"145","O=c1cc(O)c(Cl)c[nH]1",298.15,"water","O",0.0001937,0.0107225090898941,-1.96970357692016,"Gimeracil","103766-25-2",54679224,"No","10.1016/j.jct.2019.01.026"
"146","COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1",298.15,"water","O",3.462e-06,0.00019160694144481,-3.71758876155929,"Naftopidil","57149-07-2",4418,"Yes","10.1016/j.jct.2019.02.016"
"147","Oc1c(Cl)cc(Cl)c2cccnc12",298.15,"water","O",1.481e-06,8.19668740990188e-05,-4.08636162691695,"Chloroxine","773-76-2",2722,"Yes","10.1016/j.jct.2019.07.001"
"148","Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1",298.15,"water","O",0.1005,6.18368794949919,0.791247565446172,"Levamisole hydrochloride","16595-80-5",27944,"Yes","10.1016/j.jct.2019.105882"
"149","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O",298.15,"water","O",0.0001252,0.00693012993369984,-2.15925862268114,"Amoxicillin","26787-78-0",33613,"Yes","10.1016/j.jct.2019.106010"
"150","O=Cc1cc([N+](=O)[O-])ccc1O",298.15,"water","O",9.02e-05,0.00499261852736352,-2.30167161595773,"5-nitrosalicylaldehyde","97-51-8",66808,"No","10.1016/j.jct.2019.106014"
"151","NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1",298.15,"water","O",2.982e-05,0.00165045337971711,-2.78239673865724,"5-nitrofurazone",NA,5353356,"Yes","10.1016/j.jct.2019.106016"
"152","Oc1ccc(OCc2ccccc2)cc1",298.15,"water","O",7.042e-06,0.00038974607514972,-3.40921824958209,"Monobenzone","103-16-2",7638,"Yes","10.1016/j.jct.2019.106023"
"153","Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1",298.15,"water","O",2.472e-05,0.00136817570306857,-2.8638581263197,"Maraviroc","376348-65-1",3002977,"No","10.1016/j.jct.2019.106044"
"154","O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1",298.15,"water","O",8.675e-07,4.80123022668254e-05,-4.31864746841523,"Rebamipide","90098-04-7",5042,"No","10.1016/j.jct.2019.106045"
"155","Cc1[nH]nc2cc([N+](=O)[O-])ccc12",298.15,"water","O",6.148e-05,0.00340285333731493,-2.46815676855551,"3-methyl-6-nitroindazole","6494-19-5",10921054,"No","10.1016/j.jct.2020.106066"
"156","O=c1ccc(-c2ccccc2)n[nH]1",298.15,"water","O",5.844e-06,0.00032344125738471,-3.49020458334214,"6-phenyl-3(2H)-pyridazinone","2166-31-6",75106,"No","10.1016/j.jct.2020.106128"
"157","Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2",298.15,"water","O",1.078e-07,5.96625043500193e-06,-5.2242985209611,"Risperidone","106266-06-2",5073,"Yes","10.1016/j.jct.2020.106137"
"158","Oc1c(Br)cc(Br)c2cccnc12",298.15,"water","O",1.063e-06,5.88323772765356e-05,-4.23038360245019,"5,7-dibromo-8-hydroxyquinoline","521-74-4",2453,"No","10.1016/j.jct.2020.106138"
"159","NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O",298.15,"water","O",0.0236,1.3377251853143,0.12636690359619,"L-carnosine","305-84-0",439224,"No","10.1016/j.jct.2020.106167"
"160","C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12",298.15,"water","O",0.0004635,0.0256645558047129,-1.59066624799124,"Biapenem","120410-24-4",71339,"No","10.1016/j.jct.2020.106190"
"161","COc1cccc(C=O)c1O",298.15,"water","O",0.000578,0.0320082259835944,-1.49473839542431,"o-vanillin","148-53-8",8991,"No","10.1016/j.jct.2020.106199"
"162","COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1",298.15,"water","O",1.39e-05,0.00076931377422749,-3.11389649163942,"Apixaban","503612-47-3",10182969,"Yes","10.1016/j.jct.2020.106200"
"163","CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O",298.15,"water","O",2.557e-06,0.0001415189213976,-3.84918549011002,"Bezafibrate","41859-67-0",39042,"Yes","10.1016/j.jct.2020.106208"
"164","CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-]",298.15,"water","O",0.0002412,0.0133525661843425,-1.87443526069651,"Thiamethoxam","153719-23-4",107646,"No","10.1016/j.jct.2020.106229"
"165","COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O",298.15,"water","O",4.702e-07,2.60234876733796e-05,-4.58463449963453,"Griseofulvin","126-07-8",441140,"Yes","10.1016/j.jct.2020.106250"
"166","O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12",298.15,"water","O",3.966e-09,2.19500433843062e-07,-6.65856461703707,"Rutaecarpine","84-26-4",65752,"No","10.1016/j.jct.2020.106253"
"167","Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1",298.15,"water","O",2.471e-08,1.36758846010452e-06,-5.86404457249527,"Clotrimazole","23593-75-1",2812,"Yes","10.1016/j.jct.2020.106255"
"168","O=c1cc(CO)occ1O",298.15,"water","O",0.005527,0.307594906356341,-0.512020860546972,"Kojic acid","501-30-4",3840,"No","10.1016/j.jct.2020.106280"
"169","Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1",298.15,"water","O",0.001187,0.0657732351948724,-1.1819507959281,"Alogliptin benzoate","850649-62-6",16088021,"Yes","10.1016/j.jct.2021.106474"
"170","CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1",298.15,"water","O",2.447e-06,0.00013543088094141,-3.86828229655708,"Benorilate","5003-48-5",21102,"Yes","10.1016/j.jct.2021.106517"
"171","CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1",298.15,"water","O",6.683e-07,3.69874526954007e-05,-4.43194557726597,"Flutamide","13311-84-7",3397,"Yes","10.1016/j.jct.2021.106611"
"172","c1ccc2[nH]c(-c3cscn3)nc2c1",298.15,"water","O",4.231e-07,2.34167101574019e-05,-4.63047411954744,"Thiabendazole","148-79-8",5430,"Yes","10.1016/j.jct.2021.106616"
"173","CC(CO)(CO)C(=O)O",298.15,"water","O",0.01691,0.951991346017526,-0.0213669995082961,"Dimethylolpropionic acid","4767-03-7",78501,"No","10.1016/j.jct.2021.106625"
"174","O=c1cc(CBr)c2ccccc2[nH]1",298.15,"water","O",1.668e-05,0.00092317909554654,-3.03471403823467,"4-(bromomethyl)-2(1H)-quinolinone","4876-10-2",268296,"No","10.1016/j.jct.2021.106670"
"175","CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C",298.15,"water","O",7.223e-05,0.00399789751085161,-2.3981683435451,"Musk ketone","81-14-1",6669,"No","10.1016/j.jct.2022.106727"
"176","CC(C)OC(=O)[C@H](C)N[P@](=O)(Oc1ccccc1)Oc1c(F)c(F)c(F)c(F)c1F",298.15,"water","O",7.961e-05,0.0044064096618835,-2.35591512914964,"SOV-I2","1334513-02-8",53476763,"No","10.1016/j.jct.2022.106794"
"177","COC1CCC2(CC1)NC(=O)C(c1cc(C)ccc1C)=C2O",298.15,"water","O",4.085e-06,0.00022608747643994,-3.64572349366375,"cis-3-(2,5-dimethylphenyl)-4-hydroxy-8-methoxy-1-azaspiro[4.5]dec-3-en-2-one (si-vi)","203312-38-3",54708610,"No","10.1016/j.jct.2022.106926"
"178","CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1",298.15,"water","O",3.809e-07,2.10811262646053e-05,-4.67610619054502,"Nitazoxanide","55981-09-4",41684,"Yes","10.1016/j.jct.2022.106928"
"179","O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1",298.15,"water","O",3.926e-07,2.17286696464126e-05,-4.66296686286073,"Diflufenican","83164-33-4",91735,"No","10.1016/j.jct.2022.106981"
"180","Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl",298.15,"water","O",0.0004416,0.0244513905733778,-1.61169643710594,"Flavoxate hydrochloride","3717-88-2",441345,"Yes","10.1016/j.jct.2022.106985"
"181","COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1",298.15,"water","O",1.256e-07,6.95140137267969e-06,-5.1579276346802,"Glyburide","10238-21-8",3488,"Yes","10.1016/j.jct.2022.107002"
"182","CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1",298.15,"water","O",1.913e-07,1.0587604856383e-05,-4.97520227552093,"Bisacodyl","603-50-9",2391,"Yes","10.1016/j.jct.2023.107054"
"183","COc1cc(/C=C/C(=O)O)cc(OC)c1OC",298.15,"water","O",7.613e-05,0.00421377716454746,-2.37532843473795,"3,4,5-trimethoxycinnamic acid","90-50-6",735755,"No","10.1016/j.jct.2023.107055"
"184","CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12",298.15,"water","O",1.817e-07,1.00562874225646e-05,-4.99756232240942,"18ß-glycyrrhetinic acid","471-53-4",10114,"No","10.1016/j.jct.2023.107090"
"185","Nc1cncc(Cl)n1",298.15,"water","O",7.426e-05,0.00411026542814416,-2.38613013183287,"2-amino-6-chloropyrazine","33332-28-4",118458,"No","10.1016/j.jct.2023.107109"
"186","CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1",298.15,"water","O",5.312e-07,2.93995693222969e-05,-4.53165903157151,"Albendazole","54965-21-8",2082,"No","10.1016/j.jct.2023.107138"
"187","O=S(=O)(c1ccccc1)c1ccc(Cl)cc1",298.15,"water","O",7.378e-06,0.00040834244655573,-3.38897547350147,"Sulfenone","80-00-2",6621,"No","10.1016/j.jct.2023.107153"
"188","CCOc1cccc(C=O)c1O",298.15,"water","O",0.0001055,0.00583957111222111,-2.23361904851014,"3-ethoxysalicylaldehyde","492-88-6",68117,"No","10.1016/j.jct.2023.107162"
"189","COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1",298.15,"water","O",1.283e-07,7.10083438314363e-06,-5.14869061653385,"Glyburide","10238-21-8",3488,"Yes","10.1016/j.jct.2023.107195"
"190","COc1ccc2cccc(CCNC(C)=O)c2c1",298.15,"water","O",0.000119,0.00658690374162851,-2.18131868311762,"Agomelatine","138112-76-2",82148,"Yes","10.1016/j.jct.2023.107209"
"191","Cl.N=C(N)Nc1ccc(C(=O)O)cc1",298.05,"water","O",0.00532,0.296019028838193,-0.528680370516063,"4-guanidinobenzoic acid hydrochloride","42823-46-1",3084875,"No","10.1016/j.jct.2023.107230"
"192","COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1",298.15,"water","O",7.122e-06,0.00039417378149384,-3.40431226623422,"Fenbendazole","43210-67-9",3334,"No","10.1016/j.jct.2023.107231"
"193","Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1",298.15,"water","O",1.792e-06,9.91793950483768e-05,-4.00357854504625,"Triamterene","396-01-0",5546,"Yes","10.1016/j.jct.2024.107324"
"194","CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O",298.15,"water","O",1.553e-08,8.59516333081844e-07,-6.06574586615561,"Itraconazole","84625-61-6",3793,"Yes","10.1016/j.jct.2024.107349"
"195","O=C(O)/C=C/c1ccc(Cl)cc1",298.15,"water","O",9.381e-06,0.00051920143182763,-3.28466411853053,"trans-4-chlorocinnamic acid","1615-02-7",637797,"No","10.1016/j.jct.2024.107350"
"196","CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1",298.15,"water","O",1.944e-06,0.00010759194937523,-3.96822022376922,"Difenoconazole","119446-68-3",86173,"No","10.1016/j.jct.2024.107366"
"197","OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O",298.15,"water","O",0.12418,7.847285772357,0.894719468474895,"D-tagatose","41847-61-4",439312,"No","10.1016/j.jct.2024.107407"
"198","CC(C)(C)CC(C)(C)c1ccc(O)cc1",298.1,"water","O",1.32e-06,7.29820155462323e-05,-4.13678414688368,"4-tert-octylphenol","140-66-9",8814,"No","10.1016/j.jct.2024.107410"
"199","CCCCCCCCCc1ccc(O)cc1",298.1,"water","O",4e-08,2.21157339785602e-06,-5.65529864265889,"4-n-nonylphenol","104-40-5",1752,"No","10.1016/j.jct.2024.107410"
"200","CCCCCCCCc1ccc(O)cc1",298.1,"water","O",2.9e-07,1.60339111429341e-05,-4.79496052751425,"4-n-octylphenol","1806-26-4",15730,"No","10.1016/j.jct.2024.107410"
"201","NC(N)=O",293.15,"water","O",0.2522,18.6873307042503,1.2715472712448,"Urea","57-13-6",1176,"Yes","10.1016/j.jct.2024.107427"
"202","CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O",298.15,"water","O",2.43e-07,1.34489707951607e-05,-4.87131094949688,"Itraconazole","84625-61-6",3793,"Yes","10.1016/j.jct.2025.107455"
"203","c1ccc(-c2cnc(-c3ccc(-c4ncc(-c5ccccc5)o4)cc3)o2)cc1",298.15,"water","O",7.3e-10,4.04022481560548e-08,-7.39359446819127,"1,4-bis(5-phenyl-oxazolyl-2)benzene (POPOP)","1806-34-4",15732,"No","10.1016/j.molliq.2008.07.011"
"204","c1ccc(-c2cnc(-c3ccccc3)o2)cc1",298.15,"water","O",1.41e-07,7.80372299874293e-06,-5.10769815473786,"2,5-diphenyl-1,3-oxazole (PPO)","92-71-7",7105,"No","10.1016/j.molliq.2008.07.011"
"205","CC(C)=CCOc1c2occc2cc2ccc(=O)oc12",298.2,"water","O",1.064e-06,5.88253552301136e-05,-4.2304354415593,"Imperatorin","482-44-0",10212,"No","10.1016/j.molliq.2011.12.014"
"206","CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C",354.75,"water","O",8e-06,0.00043110641859878,-3.36541551103319,"Prednisone acetate","125-10-0",91438,"No","10.1016/j.molliq.2012.05.020"
"207","Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1",298.15,"water","O",2.675e-05,0.00148053294314049,-2.82958192473874,"Sulfapyridine","144-83-2",5336,"Yes","10.1016/j.molliq.2012.11.001"
"208","CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O",298.15,"water","O",4.01e-07,2.21935725965418e-05,-4.65377278185646,"Piroxicam","36322-90-4",54676228,"Yes","10.1016/j.molliq.2012.12.028"
"209","CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl",298,"water","O",6e-06,0.00033175240829514,-3.47918591577176,"2-Butyl-3-benzofuranyl 4-(2-(Diethylamino)ethoxy)-3,5-diiodophenyl Ketone Hydrochloride (Amiodarone HCl)","19774-82-4",441325,"Yes","10.1016/j.molliq.2013.05.014"
"210","Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1",298.15,"water","O",4.81e-07,2.66212201320342e-05,-4.57477204335924,"Sulfadiazine","68-35-9",5215,"Yes","10.1016/j.molliq.2013.06.011"
"211","Nc1ccc(Cl)nn1",296.05,"water","O",7.6e-05,0.00420877504314529,-2.37584428644764,"6-chloropyridazin-3-amine","5469-69-2",21643,"No","10.1016/j.molliq.2013.08.013"
"212","COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1",298.15,"water","O",5e-08,2.76727740730642e-06,-5.55794730257802,"Indomethacin","53-86-1",3715,"Yes","10.1016/j.molliq.2013.09.013"
"213","COc1ccccc1OCC(O)COC(N)=O",298.15,"water","O",0.000735,0.0407088968926716,-1.39031066573449,"Methocarbamol","532-03-6",4107,"Yes","10.1016/j.molliq.2013.10.012"
"214","Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2",298.15,"water","O",1e-07,5.5345550913406e-06,-5.25691728519932,"Risperidone","106266-06-2",5073,"Yes","10.1016/j.molliq.2013.11.026"
"215","N#CNC(=N)N",298.15,"water","O",0.008915,0.497843814660152,-0.302906884288757,"2-cyanoguanidine","461-58-5",10005,"No","10.1016/j.molliq.2013.11.029"
"216","COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O",298.15,"water","O",1.46e-05,0.00080805676015992,-3.0925581320986,"Silymarin","65666-07-1",5213,"No","10.1016/j.molliq.2014.02.039"
"217","Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1",298.15,"water","O",4.23e-06,0.00023411264724903,-3.63057512418418,"Meloxicam","71125-38-7",54677470,"Yes","10.1016/j.molliq.2014.06.006"
"218","CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O",298.15,"water","O",5.74e-07,3.17683612824998e-05,-4.49800518694569,"Tadalafil","171596-29-5",110635,"Yes","10.1016/j.molliq.2014.06.010"
"219","Cc1ncc([N+](=O)[O-])n1CCO",298.15,"water","O",0.00111,0.0615018223933812,-1.21111201522193,"Metronidazole","443-48-1",4173,"Yes","10.1016/j.molliq.2014.11.008"
"220","C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O",298.15,"water","O",2.869e-06,0.00015878682525132,-3.79918553439011,"Naringin","10236-47-2",442428,"No","10.1016/j.molliq.2014.12.039"
"221","COc1c(NS(=O)(=O)c2ccc(C)cc2)cc(-c2ccc3ncnc(N4CCOCC4)c3c2)cc1C(N)=O",298.15,"water","O",1.6215e-06,8.9742947349996e-05,-4.0469996714107,"2-methoxy-3-(4-methylphenylsulfonamido)-5-(4-morpholinoquinazolin-6-yl)benzamide",NA,NA,"No","10.1016/j.molliq.2015.01.045"
"222","COc1c(NS(=O)(=O)c2ccc(F)cc2)cc(-c2ccc3nccc(N4CCOCC4)c3c2)cc1C(N)=O",298.15,"water","O",7.358e-07,4.07232822539496e-05,-4.39015722557966,"3-(4-fluorophenylsulfonamido)-2-methoxy-5-(4-morpholinoquinolin-6-yl)benzamide",NA,NA,"No","10.1016/j.molliq.2015.01.045"
"223","COc1c(NS(=O)(=O)c2ccc(F)cc2)cc(-c2ccc3ncnc(N4CCOCC4)c3c2)cc1C(N)=O",298.15,"water","O",9.137e-07,5.0569271017799e-05,-4.29611330690195,"3-(4-fluorophenylsulfonamido)-2-methoxy-5-(4-morpholinoquinazolin-6-yl)benzamide",NA,NA,"No","10.1016/j.molliq.2015.01.045"
"224","Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1",298.15,"water","O",2.81e-05,0.00155525352776984,-2.80819880487728,"Sulfamethazine","57-68-1",5327,"Yes","10.1016/j.molliq.2015.01.047"
"225","CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O",298.15,"water","O",2.91e-06,0.00016105600572543,-3.79302307584408,"Lornoxicam","70374-39-9",54690031,"Yes","10.1016/j.molliq.2015.05.035"
"226","C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1",298.15,"water","O",1.42e-07,7.85906855978457e-06,-5.10462892257589,"Ibrutinib","936563-96-1",24821094,"Yes","10.1016/j.molliq.2015.06.016"
"227","O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O",298.15,"water","O",0.000104,0.005756535399082,-2.23983882035504,"Dihydromyricetin","27200-12-0",161557,"No","10.1016/j.molliq.2015.07.007"
"228","Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1",298.15,"water","O",4.24e-07,2.34665211904378e-05,-4.62955128789513,"Meloxicam","71125-38-7",54677470,"Yes","10.1016/j.molliq.2015.07.013"
"229","Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+]",298.15,"water","O",0.0283,1.6118955791103,0.207336904165686,"Sodium sulfamethazine","1981-58-4",13456556,"No","10.1016/j.molliq.2015.07.016"
"230","Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+]",298.15,"water","O",0.0183,1.03170365736271,0.0135549701070805,"Sodium sulfamerazine","127-58-2",15899899,"No","10.1016/j.molliq.2015.07.016"
