,ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge,IONIZABLE,SMILES_standard
3630,D-1428,-0.1,OC1C(O)C(O)C(O)C(O)C1O,0.674166316,G4,D,,,Uncharged,Non-ionizable,OC1C(O)C(O)C(O)C(O)C1O
3631,D-1450,-2.374,ClCC(Br)CBr,0.0452,G3,D,,,Uncharged,Non-ionizable,ClCC(Br)CBr
3632,D-1451,-0.115,OC(CCl)CCl,0.0,G1,D,,,Uncharged,Non-ionizable,OC(CCl)CCl
3633,D-1458,-3.567,ClC(Cl)(Cl)C1=CC=CC=C1,0.0,G1,D,,,Uncharged,Non-ionizable,ClC(Cl)(Cl)c1ccccc1
3634,D-1473,-3.695,C(OCC1=CC=CC=C1)C1=CC=CC=C1,0.013581772,G3,D,,,Uncharged,Non-ionizable,c1ccc(COCc2ccccc2)cc1
3635,D-1486,-1.905,CCCOC(=O)CCC,0.076847613,G5,D,,,Uncharged,Non-ionizable,CCCOC(=O)CCC
3636,D-1502,-3.74,CCCC(C)C,0.02465,G3,D,,,Uncharged,Non-ionizable,CCCC(C)C
3637,D-1513,-2.159,CC(C)CC(O)CC(C)C,0.1759,G3,D,,,Uncharged,Non-ionizable,CC(C)CC(O)CC(C)C
3638,D-1519,-0.294,NC(=S)NCC=C,0.0,G1,D,,,Uncharged,Non-ionizable,C=CCNC(N)=S
3639,D-1523,-1.261,C=COC=C,0.15065,G3,D,,,Uncharged,Non-ionizable,C=COC=C
3640,D-1545,-1.927,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,0.0,G1,D,,,Uncharged,Non-ionizable,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
3641,D-1546,-3.638,FC1(F)C(F)(F)C(F)(F)C1(F)F,0.1448,G3,D,,,Uncharged,Non-ionizable,FC1(F)C(F)(F)C(F)(F)C1(F)F
3642,D-1573,-1.901,FC(Br)C(F)(F)F,0.0,G1,D,,,Uncharged,Non-ionizable,FC(Br)C(F)(F)F
3643,D-1603,-4.652,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,G1,D,,,Uncharged,Non-ionizable,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
3644,D-1625,-2.0,FC1=CC=CC=C1F,0.4998,G3,D,,,Uncharged,Non-ionizable,Fc1ccccc1F
3645,D-1627,-1.478,FC(F)(F)COC=C,0.0,G1,D,,,Uncharged,Non-ionizable,C=COCC(F)(F)F
3646,D-1635,-3.955,CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=COC(=O)C=C2)C(O)C(O)C1O,0.0,G1,D,,,Uncharged,Non-ionizable,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O
3647,D-1673,-1.507,CC(C)(C)Cl,0.0,G1,D,,,Uncharged,Non-ionizable,CC(C)(C)Cl
3648,D-1675,-4.512,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,0.0569,G3,D,,,Uncharged,Non-ionizable,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
3649,D-1678,-2.0,CC(C)CCl,0.0,G1,D,,,Uncharged,Non-ionizable,CC(C)CCl
3650,D-1688,-1.226,CC(=O)C1=C(O)C=C(C)OC1=O,0.650360851,G2,D,,,Uncharged,Non-ionizable,CC(=O)c1c(O)cc(C)oc1=O
3651,D-1689,-1.784,COC1=C(C#N)C(=O)N(C)C=C1,0.0,G1,D,,,Uncharged,Non-ionizable,COc1ccn(C)c(=O)c1C#N
3652,D-1691,-0.517,OCC(O)C(O)C(O)C(O)C(O)CO,0.0,G1,D,,,Uncharged,Non-ionizable,OCC(O)C(O)C(O)C(O)C(O)CO
3653,D-1697,-1.174,CC(=O)C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,0.0,G1,D,,,Uncharged,Non-ionizable,CC(=O)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
3654,D-1712,-2.467,CCCCCOC(=O)CCC,0.4771,G3,D,,,Uncharged,Non-ionizable,CCCCCOC(=O)CCC
3655,D-1724,-0.265,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)CC(=O)C12,0.0,G1,D,,,Uncharged,Non-ionizable,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)CC(=O)C12
3656,D-1756,-3.504,CCCOC(=O)CN1C=C(I)C(=O)C(I)=C1,0.0,G1,D,,,Uncharged,Non-ionizable,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1
3657,D-1761,-4.452,BrC1=CC=C(I)C=C1,0.05405,G3,D,,,Uncharged,Non-ionizable,Brc1ccc(I)cc1
3658,D-1767,-0.293,CC1=CCC(=O)O1,0.0,G1,D,,,Uncharged,Non-ionizable,CC1=CCC(=O)O1
3659,D-1774,-0.411,CC(C)C(C)(C)O,0.0201,G3,D,,,Uncharged,Non-ionizable,CC(C)C(C)(C)O
3660,D-1775,-0.723,CC(C)(C)C(C)(C)O,0.0,G1,D,,,Uncharged,Non-ionizable,CC(C)(C)C(C)(C)O
3661,D-1776,-5.284,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,0.0,G1,D,,,Uncharged,Non-ionizable,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
3662,D-1782,-1.001,CCCC(C)(O)CC,0.00565,G3,D,,,Uncharged,Non-ionizable,CCCC(C)(O)CC
3663,D-1791,-1.481,O=C1C=CNC2=CC=CC=C12,0.0575,G3,D,,,Uncharged,Non-ionizable,O=c1cc[nH]c2ccccc12
3664,D-1795,-4.217,IC1=CC=CC=C1I,0.01145,G3,D,,,Uncharged,Non-ionizable,Ic1ccccc1I
3665,D-1807,-2.49,CCCCC(O)CCCC,0.0,G1,D,,,Uncharged,Non-ionizable,CCCCC(O)CCCC
3666,D-1816,-2.63,CCCC(C)Cl,0.13485,G3,D,,,Uncharged,Non-ionizable,CCCC(C)Cl
3667,D-1821,-4.518,IC1=CC(I)=CC=C1,0.026,G3,D,,,Uncharged,Non-ionizable,Ic1cccc(I)c1
3668,D-1834,-2.744,CCCCCCCC(C)O,0.0,G1,D,,,Uncharged,Non-ionizable,CCCCCCCC(C)O
3669,D-1848,-3.203,ClC1=CC=CC=C1Br,0.204422765,G5,D,,,Uncharged,Non-ionizable,Clc1ccccc1Br
3670,D-1894,-5.298,CC(C)C1=CC2=CC=CC=C2C=C1,0.0,G1,D,,,Uncharged,Non-ionizable,CC(C)c1ccc2ccccc2c1
3671,D-1905,-5.407,CC12CCC3C(CCC4CC5SC5CC34C)C1CCC2O,0.0,G1,D,,,Uncharged,Non-ionizable,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O
3672,D-1910,-1.747,C#CCCCC#C,0.0,G1,D,,,Uncharged,Non-ionizable,C#CCCCC#C
3673,D-1912,-2.487,CC(C)CCCCCCO,1.258323463,G4,D,,,Uncharged,Non-ionizable,CC(C)CCCCCCO
3674,D-1917,-1.19,CC(=C)C1C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O,0.0,G1,D,,,Uncharged,Non-ionizable,C=C(C)C1C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O
3675,D-1930,-4.094,CCCCCCCC#C,0.07325,G3,D,,,Uncharged,Non-ionizable,C#CCCCCCCC
3676,D-1932,-1.42,CC(=C)C1(O)C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O,0.0,G1,D,,,Uncharged,Non-ionizable,C=C(C)C1(O)C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O
3677,D-1964,-2.591,CCCCCC(O)CCC,0.0,G1,D,,,Uncharged,Non-ionizable,CCCCCC(O)CCC
3678,D-1995,-2.419,CCCC(CC)(CC)CO,0.0,G1,D,,,Uncharged,Non-ionizable,CCCC(CC)(CC)CO
3679,D-2004,-1.843,OCC(O)C1OC2OC(OC2C1O)C(Cl)(Cl)Cl,0.0,G1,D,,,Uncharged,Non-ionizable,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O
3680,D-2011,-4.933,CC(C)OC(=O)C(O)(C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1,0.8493,G2,D,,,Uncharged,Non-ionizable,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1
3681,D-2037,-1.614,CC(Cl)=CCl,0.0,G1,D,,,Uncharged,Non-ionizable,CC(Cl)=CCl
3682,D-2066,-1.202,COC(=O)C1C2CC(C=C2)C1C(=O)OC,0.0,G1,D,,,Uncharged,Non-ionizable,COC(=O)C1C2C=CC(C2)C1C(=O)OC
3683,D-2069,-5.693,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,0.2842,G3,D,,,Uncharged,Non-ionizable,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C
3684,D-2100,-5.674,CCOC(=O)C(C)OC1=CC=CC(OC2=NC3=CC=C(Cl)C=C3S2)=C1,0.0,G1,D,,,Uncharged,Non-ionizable,CCOC(=O)C(C)Oc1cccc(Oc2nc3ccc(Cl)cc3s2)c1
3685,E-2,-2.64,C1CCCC1,0.006405101,G3,E,,,Uncharged,Non-ionizable,C1CCCC1
3686,E-5,-3.55,CCC(C)(C)C,0.0603,G3,E,,,Uncharged,Non-ionizable,CCC(C)(C)C
3687,E-6,-3.1,C1CCCCC1,0.073812844,G5,E,,,Uncharged,Non-ionizable,C1CCCCC1
3688,E-13,-2.54,CCC=CC,0.0,G1,E,,,Uncharged,Non-ionizable,CC=CCC
3689,E-17,-3.82,CCCCC=CC,0.0,G1,E,,,Uncharged,Non-ionizable,CC=CCCCC
3690,E-27,-2.36,CCCCC#C,0.0,G1,E,,,Uncharged,Non-ionizable,C#CCCCC
3691,E-36,-3.31,CC1=CC=C(C)C(C)=C1,0.006625147,G3,E,,,Uncharged,Non-ionizable,Cc1ccc(C)c(C)c1
3692,E-42,-3.75,CCC1=CC=C(CC)C=C1,0.073698045,G5,E,,,Uncharged,Non-ionizable,CCc1ccc(CC)cc1
3693,E-43,-3.77,CC(C)C1=CC=C(C)C=C1,0.0057,G3,E,,,Uncharged,Non-ionizable,Cc1ccc(C(C)C)cc1
3694,E-51,-4.17,C(C1=CC=CC=C1)C1=CC=CC=C1,0.04665,G3,E,,,Uncharged,Non-ionizable,c1ccc(Cc2ccccc2)cc1
3695,E-52,-4.91,C1C2=CC=CC=C2C2=CC=CC=C12,0.176754936,G5,E,,,Uncharged,Non-ionizable,c1ccc2c(c1)Cc1ccccc1-2
3696,E-58,-4.74,CC1=CC=CC2=C(C)C=CC=C12,0.033176297,G5,E,,,Uncharged,Non-ionizable,Cc1cccc2c(C)cccc12
3697,E-59,-4.72,CC1=CC2=CC=CC=C2C=C1C,0.08745,G3,E,,,Uncharged,Non-ionizable,Cc1cc2ccccc2cc1C
3698,E-63,-4.63,C1CC2=C3C1=CC=CC3=CC=C2,0.053029012,G5,E,,,Uncharged,Non-ionizable,c1cc2c3c(cccc3c1)CC2
3699,E-66,-5.89,CC1=C2C=CC=CC2=CC2=CC=CC=C12,0.0114,G3,E,,,Uncharged,Non-ionizable,Cc1c2ccccc2cc2ccccc12
3700,E-89,-0.63,ClCCl,0.089251267,G3,E,,,Uncharged,Non-ionizable,ClCCl
3701,E-92,-1.54,ClC(Cl)Br,0.09635,G3,E,,,Uncharged,Non-ionizable,ClC(Cl)Br
3702,E-93,-1.9,ClC(Br)Br,0.013026383,G5,E,,,Uncharged,Non-ionizable,ClC(Br)Br
3703,E-100,-1.68,BrCCBr,0.0121,G3,E,,,Uncharged,Non-ionizable,BrCCBr
3704,E-110,-2.29,CCCI,0.0,G1,E,,,Uncharged,Non-ionizable,CCCI
3705,E-117,-2.03,CCCCCl,0.448714863,G5,E,,,Uncharged,Non-ionizable,CCCCCl
3706,E-127,-2.69,CC(Cl)C(C)(C)Cl,0.0,G1,E,,,Uncharged,Non-ionizable,CC(Cl)C(C)(C)Cl
3707,E-138,-1.3,ClC=CCl,0.0,G1,E,,,Uncharged,Non-ionizable,ClC=CCl
3708,E-139,-3.22,IC=CI,0.0,G1,E,,,Uncharged,Non-ionizable,IC=CI
3709,E-140,-1.96,ClC=C(Cl)Cl,0.063496171,G5,E,,,Uncharged,Non-ionizable,ClC=C(Cl)Cl
3710,E-148,-4.23,ClC(Cl)=CC(Cl)=C(Cl)Cl,0.0,G1,E,,,Uncharged,Non-ionizable,ClC(Cl)=CC(Cl)=C(Cl)Cl
3711,E-176,-4.88,ClC1=CC=CC(=C1)C1=CC=CC=C1,0.0821,G3,E,,,Uncharged,Non-ionizable,Clc1cccc(-c2ccccc2)c1
3712,E-182,-5.21,ClC1=CC=CC(Cl)=C1C1=CC=CC=C1,0.12175,G3,E,,,Uncharged,Non-ionizable,Clc1cccc(Cl)c1-c1ccccc1
3713,E-183,-6.27,ClC1=CC(Cl)=C(C=C1Cl)C1=CC=CC=C1,0.1057436,G5,E,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(-c2ccccc2)cc1Cl
3714,E-203,-8.56,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,0.02039695,G5,E,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl
3715,E-208,-8.71,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1Cl,0.0,G1,E,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c(Cl)c1
3716,E-225,0.04,CC(C)CO,0.047572864,G5,E,,,Uncharged,Non-ionizable,CC(C)CO
3717,E-238,-1.11,CCCC(C)CO,0.0606,G3,E,,,Uncharged,Non-ionizable,CCCC(C)CO
3718,E-239,-1.04,CCC(C)(C)CO,0.0443,G3,E,,,Uncharged,Non-ionizable,CCC(C)(C)CO
3719,E-241,-1.17,CCC(CC)CO,0.11865,G3,E,,,Uncharged,Non-ionizable,CCC(CC)CO
3720,E-256,-0.89,CCC(C)C(C)(C)O,0.016045006,G5,E,,,Uncharged,Non-ionizable,CCC(C)C(C)(C)O
3721,E-258,-0.85,CCC(O)(CC)CC,0.00505,G3,E,,,Uncharged,Non-ionizable,CCC(O)(CC)CC
3722,E-290,0.58,CCC=O,0.070847409,G3,E,,,Uncharged,Non-ionizable,CCC=O
3723,E-291,-0.85,CCCCC=O,0.086732188,G5,E,,,Uncharged,Non-ionizable,CCCCC=O
3724,E-292,-1.3,CCCCCC=O,0.0253,G3,E,,,Uncharged,Non-ionizable,CCCCCC=O
3725,E-296,0.32,CC=CC=O,0.0,G1,E,,,Uncharged,Non-ionizable,CC=CC=O
3726,E-299,0.52,CCC(C)=O,0.087876046,G5,E,,,Uncharged,Non-ionizable,CCC(C)=O
3727,E-300,-0.19,CCCC(C)=O,0.09286591,G5,E,,,Uncharged,Non-ionizable,CCCC(C)=O
3728,E-301,-0.8,CCCCC(C)=O,0.02115,G3,E,,,Uncharged,Non-ionizable,CCCCC(C)=O
3729,E-307,-0.83,CCCC(=O)C=C,0.0,G1,E,,,Uncharged,Non-ionizable,C=CC(=O)CCC
3730,E-347,-0.49,CCCOC=O,0.0563,G3,E,,,Uncharged,Non-ionizable,CCCOC=O
3731,E-349,-0.72,CCCOC(C)=O,0.013663893,G5,E,,,Uncharged,Non-ionizable,CCCOC(C)=O
3732,E-356,-0.82,CCOC(=O)CC(=O)OCC,0.00955,G3,E,,,Uncharged,Non-ionizable,CCOC(=O)CC(=O)OCC
3733,E-367,-0.22,COC(=O)C=C,0.035849391,G5,E,,,Uncharged,Non-ionizable,C=CC(=O)OC
3734,E-368,-0.74,CCOC(=O)C=C,0.052044736,G5,E,,,Uncharged,Non-ionizable,C=CC(=O)OCC
3735,E-369,-0.8,COC(=O)C(C)=C,0.041336193,G5,E,,,Uncharged,Non-ionizable,C=C(C)C(=O)OC
3736,E-373,-2.35,CCOC(=O)C1=CC=CC=C1C(=O)OCC,0.030660629,G5,E,,,Uncharged,Non-ionizable,CCOC(=O)c1ccccc1C(=O)OCC
3737,E-376,-5.64,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1,0.300443908,G5,E,,,Uncharged,Non-ionizable,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
3738,E-386,-0.77,CCOCCOCC,0.3101,G3,E,,,Uncharged,Non-ionizable,CCOCCOCC
3739,E-390,-3.96,O(C1=CC=CC=C1)C1=CC=CC=C1,0.026678697,G5,E,,,Uncharged,Non-ionizable,c1ccc(Oc2ccccc2)cc1
3740,E-392,-4.85,CC1=CC(OC2=CC(C)=CC=C2)=CC=C1,0.0,G1,E,,,Uncharged,Non-ionizable,Cc1cccc(Oc2cccc(C)c2)c1
3741,E-394,0.56,C1CCOC1,0.292257117,G5,E,,,Uncharged,Non-ionizable,C1CCOC1
3742,E-396,-0.82,O1C=CC=C1,0.006493825,G3,E,,,Uncharged,Non-ionizable,c1ccoc1
3743,E-400,0.64,OCC1(O)OCC(O)C(O)C1O,0.325,G3,E,,,Uncharged,Non-ionizable,OCC1(O)OCC(O)C(O)C1O
3744,E-405,-4.28,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC33CCC(=O)O3)C12,0.055,G3,E,,,Uncharged,Non-ionizable,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
3745,E-411,-4.71,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0.428210488,G5,E,,,Uncharged,Non-ionizable,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
3746,E-414,-3.77,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.105475116,G5,E,,,Uncharged,Non-ionizable,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
3747,E-436,-1.12,ClCCOCCCl,0.092358614,G5,E,,,Uncharged,Non-ionizable,ClCCOCCCl
3748,E-562,-1.48,O=C1NC=CC(=O)N1,0.00665,G3,E,,,Uncharged,Non-ionizable,O=c1cc[nH]c(=O)[nH]1
3749,E-602,-0.8,CCCN(=O)=O,0.01315,G3,E,,,PureChargeSeparation,Non-ionizable,CCC[N+](=O)[O-]
3750,E-603,-1.8,O=N(=O)C1=CC=CC=C1,0.02175641,G5,E,,,PureChargeSeparation,Non-ionizable,O=[N+]([O-])c1ccccc1
3751,E-660,-5.14,CCCCSP(=O)(SCCCC)SCCCC,0.24715,G3,E,,,Uncharged,Non-ionizable,CCCCSP(=O)(SCCCC)SCCCC
3752,E-671,-0.29,ClCCC#N,0.0,G1,E,,,Uncharged,Non-ionizable,N#CCCCl
3753,E-672,-0.96,CC=CCC#N,0.0,G1,E,,,Uncharged,Non-ionizable,CC=CCC#N
3754,E-689,-4.79,CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,0.04,G3,E,,,Uncharged,Non-ionizable,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
3755,E-709,-3.0,CCOC(=O)C=CC1=CC=CC=C1,0.0,G1,E,,,Uncharged,Non-ionizable,CCOC(=O)C=Cc1ccccc1
3756,E-731,-5.35,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,0.03,G3,E,,,Uncharged,Non-ionizable,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
3757,E-749,-1.5,ClCCS(=O)(=O)CCl,0.0,G1,E,,,Uncharged,Non-ionizable,O=S(=O)(CCl)CCCl
3758,E-764,-4.98,ClC1=CC(Cl)=C(Cl)C2=NSN=C12,0.0,G1,E,,,Uncharged,Non-ionizable,Clc1cc(Cl)c2nsnc2c1Cl
3759,E-765,-0.87,ClC1=NC2=CN=CN=C2N=C1,0.12735,G3,E,,,Uncharged,Non-ionizable,Clc1cnc2ncncc2n1
3760,E-768,-2.71,S=C1NC2=CN=CN=C2N=C1,0.0,G1,E,,,Uncharged,Non-ionizable,S=c1cnc2ncncc2[nH]1
3761,E-773,-0.83,C=CCSS(=O)CC=C,0.0,G1,E,,,Uncharged,Non-ionizable,C=CCS[S+]([O-])CC=C
3762,E-777,-1.47,CCCCCOC(N)=O,0.0,G1,E,,,Uncharged,Non-ionizable,CCCCCOC(N)=O
3763,E-778,-0.8,CC(C)(C)COC(N)=O,0.0,G1,E,,,Uncharged,Non-ionizable,CC(C)(C)COC(N)=O
3764,E-779,1.09,OCC(O)C(O)C(O)C(O)CO,0.534524861,G4,E,,,Uncharged,Non-ionizable,OCC(O)C(O)C(O)C(O)CO
3765,E-786,0.06,CC1=NC2=CN=CN=C2N=C1,0.0,G1,E,,,Uncharged,Non-ionizable,Cc1cnc2ncncc2n1
3766,E-789,-1.76,CSC1=NC=NC2=NC=CN=C12,0.3025,G3,E,,,Uncharged,Non-ionizable,CSc1ncnc2nccnc12
3767,E-797,-0.94,CC1CCCCC1=O,0.0,G1,E,,,Uncharged,Non-ionizable,CC1CCCCC1=O
3768,E-798,-1.92,CCCCCCOC(N)=O,0.0,G1,E,,,Uncharged,Non-ionizable,CCCCCCOC(N)=O
3769,E-806,-1.67,CC(=O)OC1CCCCC1,0.0,G1,E,,,Uncharged,Non-ionizable,CC(=O)OC1CCCCC1
3770,E-817,-1.84,OCC(O)C1OC2OC(OC2C1O)C(Cl)(Cl)Cl,0.0,G1,E,,,Uncharged,Non-ionizable,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O
3771,E-819,-3.39,CCN(CC)C(=S)SCC(Cl)=C,0.0201,G3,E,,,Uncharged,Non-ionizable,C=C(Cl)CSC(=S)N(CC)CC
3772,E-829,-2.62,CCCCCCCOC(N)=O,0.0,G1,E,,,Uncharged,Non-ionizable,CCCCCCCOC(N)=O
3773,E-831,-2.82,CN1C(=O)ON(C1=O)C1=CC=C(Cl)C(Cl)=C1,1.246155732,G4,E,,,Uncharged,Non-ionizable,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O
3774,E-847,-3.3,CCCCCCCCOC(N)=O,0.0,G1,E,,,Uncharged,Non-ionizable,CCCCCCCCOC(N)=O
3775,E-848,-5.64,ClC1=C(Cl)C2(Cl)C3C=CCC3C1(Cl)C2(Cl)Cl,0.125,G3,E,,,Uncharged,Non-ionizable,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl
3776,E-849,-5.46,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.0,G1,E,,,Uncharged,Non-ionizable,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
3777,E-863,-3.13,COC1=CC=C(C=CC)C=C1,0.0,G1,E,,,Uncharged,Non-ionizable,CC=Cc1ccc(OC)cc1
3778,E-866,-0.17,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O,0.1436,G3,E,,,Uncharged,Non-ionizable,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
3779,E-870,-2.06,CC(C)=CCCC(C)=CC=O,0.0,G1,E,,,Uncharged,Non-ionizable,CC(C)=CCCC(C)=CC=O
3780,E-871,-2.18,CC1CCC(CC1=O)C(C)=C,0.0,G1,E,,,Uncharged,Non-ionizable,C=C(C)C1CCC(C)C(=O)C1
3781,E-892,-2.3,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O,0.056,G3,E,,,Uncharged,Non-ionizable,CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1
3782,E-919,-4.47,CC(=O)OC1=C(C=C(C(C)=C1N(=O)=O)N(=O)=O)C(C)(C)C,0.0,G1,E,,,PureChargeSeparation,Non-ionizable,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
3783,E-923,-4.69,CCCCCCCCCCCC(=O)OC,0.124342145,G3,E,,,Uncharged,Non-ionizable,CCCCCCCCCCCC(=O)OC
3784,E-927,-4.61,O=C1N=C(OC2=CC=CC=C12)C1=CC=CC=C1,0.0,G1,E,,,Uncharged,Non-ionizable,O=c1nc(-c2ccccc2)oc2ccccc12
3785,E-937,-2.52,OC(CC1=CC=CC=C1)C1=CC=CC=C1,0.0,G1,E,,,Uncharged,Non-ionizable,OC(Cc1ccccc1)c1ccccc1
3786,E-955,-3.09,CC1C2CCC3(C)C=CC(=O)C(C)=C3C2OC1=O,0.0,G1,E,,,Uncharged,Non-ionizable,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
3787,E-980,-5.59,C1CCC(CC1)[Sn](C1CCCCC1)C1CCCCC1,0.0,G1,E,,,Uncharged,Non-ionizable,C1CC[CH]([Sn]([CH]2CCCCC2)[CH]2CCCCC2)CC1
3788,E-990,-6.7,CC12CCC3C(CCC4CCCCC34C)C1CCC2=O,0.0,G1,E,,,Uncharged,Non-ionizable,CC12CCC3C(CCC4CCCCC43C)C1CCC2=O
3789,E-991,-4.4,CC12CCC3C(CCC4CC(O)CCC34C)C1CCC2=O,0.12,G3,E,,,Uncharged,Non-ionizable,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O
3790,E-993,-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,0.0,G1,E,,,Uncharged,Non-ionizable,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
3791,E-999,-6.29,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1,0.76,G2,E,,,Uncharged,Non-ionizable,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
3792,E-1002,-3.85,CC12CCC(=O)C=C1CCC1C3CCC(C(=O)CO)C33CC(OC3O)C21,0.0,G1,E,,,Uncharged,Non-ionizable,CC12CCC(=O)C=C1CCC1C2C2CC3(C(O)O2)C(C(=O)CO)CCC13
3793,E-1005,-4.65,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,G1,E,,,Uncharged,Non-ionizable,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
3794,E-1011,-5.24,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,1.15895,G2,E,,,Uncharged,Non-ionizable,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
3795,E-1026,-2.77,CCC1=CC=CC=C1,0.030126058,G5,E,,,Uncharged,Non-ionizable,CCc1ccccc1
3796,E-1036,-8.6,C1=CC2=CC3=CC4=CC=CC=C4C=C3C=C2C=C1,0.22249357,G5,E,,,Uncharged,Non-ionizable,c1ccc2cc3cc4ccccc4cc3cc2c1
3797,E-1038,-2.68,C1=CC2=C(C=C1)C1=C(C=C2)N=CC=N1,0.0,G1,E,,,Uncharged,Non-ionizable,c1ccc2c(c1)ccc1nccnc12
3798,E-1042,-2.31,ClC(Cl)(Cl)Cl,0.042216288,G5,E,,,Uncharged,Non-ionizable,ClC(Cl)(Cl)Cl
3799,E-1053,-1.32,BrC=CBr,0.0,G1,E,,,Uncharged,Non-ionizable,BrC=CBr
3800,E-1060,-5.65,ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.225823043,G5,E,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
