ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge
B-3921,-0.253,CCC(=O)CC,0.015192687,G5,B,None,None,Uncharged
B-3927,-1.3252,CC(C)CCC(C)=O,0,G1,B,None,None,Uncharged
B-3931,-0.1513,CC(C)C(C)=O,0.417474146,G5,B,None,None,Uncharged
B-3933,-3.3085,CCCCCCCCC(C)=O,0,G1,B,None,None,Uncharged
B-3938,-1.346,CC(C)(O)C(Cl)(Cl)Cl,0,G1,B,None,None,Uncharged
B-3939,-0.2537,OCC(Cl)(Cl)Cl,0,G1,B,None,None,Uncharged
B-3940,-1.7123,N#CC1=CC=CC=C1,1.748377764,G4,B,None,None,Uncharged
B-3941,0.2718,CCC#N,0,G1,B,None,None,Uncharged
B-3942,0.1474,C=CC#N,0,G1,B,None,None,Uncharged
B-3943,-0.321,CCCC#N,0.007752033,G3,B,None,None,Uncharged
B-3946,-3.9803,ClC1=CC=CC(Cl)=C1C#N,0.12985,G3,B,None,None,Uncharged
B-3950,-4.4373,CCCCCCC=C,0,G1,B,None,None,Uncharged
B-3952,-5.052,CCCCCCCC=C,0,G1,B,None,None,Uncharged
B-3953,-2.1721,C1C=CC=CC=C1,0.01105,G3,B,None,None,Uncharged
B-3954,-1.9302,CC=CC,0,G1,B,None,None,Uncharged
B-3955,-2.0866,C=CCC=C,0,G1,B,None,None,Uncharged
B-3956,-3.2261,CCCCC=C,0,G1,B,None,None,Uncharged
B-3957,-2.6867,C=CCCC=C,0,G1,B,None,None,Uncharged
B-3958,-3.732,CCCCCC=C,0,G1,B,None,None,Uncharged
B-3960,-2.0587,C1C=CCC=C1,0.04435,G3,B,None,None,Uncharged
B-3961,-2.4206,CC1=CNC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-3963,-0.7794,N1N=NC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-3964,-3.0138,S1C=CC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-3966,-0.1734,N1C=CC=C1,0,G1,B,None,None,Uncharged
B-3971,-2.1554,N1N=CC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-3972,-1.1548,O1C=NC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-3973,-3.0351,C1CC2=CC=CC=C2C1,0,G1,B,None,None,Uncharged
B-3974,-1.4372,CC1=CC=CO1,0,G1,B,None,None,Uncharged
B-3975,-1.1548,COCC1=CC=C(O1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-3976,-1.9598,CC1=NC2=CC=CC=C2N1,0,G1,B,None,None,Uncharged
B-3977,-3.1614,CSC1=NC2=CC=CC=C2S1,0,G1,B,None,None,Uncharged
B-3978,-2.3899,CC1=CSC=C1,0,G1,B,None,None,Uncharged
B-3979,-2.5846,CCC1=CC=CS1,0,G1,B,None,None,Uncharged
B-3981,-0.7083,S=C1NCCN1,0.068380588,G3,B,None,None,Uncharged
B-3983,-0.7061,FC(F)=C,0.941413344,G2,B,None,None,Uncharged
B-3984,-5.1805,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-3986,-4.9111,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,0,G1,B,None,None,Uncharged
B-3987,-1.4995,BrCC=C,0,G1,B,None,None,Uncharged
B-3992,-2.2473,BrCCC=C,0,G1,B,None,None,Uncharged
B-3995,-3.7413,CC1=CC=CC2=CC=CC=C12,0.023377054,G5,B,None,None,Uncharged
B-3996,-3.9706,ClC1=CC=CC2=CC=CC=C12,0.0203,G3,B,None,None,Uncharged
B-3999,-3.762,CC1=CC2=CC=CC=C2C=C1,0,G1,B,None,None,Uncharged
B-4000,-4.143,ClC1=CC2=CC=CC=C2C=C1,0.5535,G2,B,None,None,Uncharged
B-4001,-1.9255,NC1=CC=CC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-4002,-2.2809,OC1=CC2=CC=CC=C2C=C1,0,G1,B,None,None,Uncharged
B-4003,-4.6022,S=C=NC1=CC=CC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-4004,-4.1369,CC1=CC=C(C)C2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-4006,-4.2907,CC1=CC2=CC=CC=C2C(C)=C1,0,G1,B,None,None,Uncharged
B-4008,-4.8927,CC1=CC2=CC=C(C)C=C2C=C1,0.09365,G3,B,None,None,Uncharged
B-4010,-5.0007,CC1=CC2=CC(C)=C(C)C=C2C=C1,0,G1,B,None,None,Uncharged
B-4011,-4.2901,CCC1=CC2=CC=CC=C2C=C1,0,G1,B,None,None,Uncharged
B-4012,-4.1644,CCC1=CC=CC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-4014,-1.7444,OCC1=CC=CC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-4016,-5.3106,O1C2=CC=CC=C2OC2=CC=CC=C12,0.0147,G3,B,None,None,Uncharged
B-4017,-5.7196,ClC1=CC=CC2=C1OC1=CC=CC=C1O2,0,G1,B,None,None,Uncharged
B-4018,-5.8359,ClC1=CC=C2OC3=CC=CC=C3OC2=C1,0.01705,G3,B,None,None,Uncharged
B-4019,-2.3243,CC1=CC=CC=C1[N+]([O-])=O,0.084830664,G5,B,None,None,PureChargeSeparation
B-4020,-1.9572,COC1=CC=CC=C1[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4023,-2.8846,[O-][N+](=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4024,-2.4989,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,0.10445,G3,B,None,None,PureChargeSeparation
B-4026,-2.4142,COC1=CC=C(C=C1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4027,-3.3867,[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4028,-3.2423,CC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,0.013562254,G5,B,None,None,PureChargeSeparation
B-4030,-3.1017,[O-][N+](=O)C1=CC=CC=C1[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4031,-2.4861,COC1=CC=CC(=C1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4032,-3.0003,CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4033,-3.2604,CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4034,0.7314,CCOC(N)=O,0.0593,G3,B,None,None,Uncharged
B-4035,0.9544,NC(=O)C=C,0.0128,G3,B,None,None,Uncharged
B-4037,0.2721,CCCC(N)=O,0,G1,B,None,None,Uncharged
B-4041,-0.366,OC(CO[N+]([O-])=O)CO[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4042,-1.3506,CCCC[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4043,-1.9548,CCCCC[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4044,-1.3495,[O-][N+](=O)OCCO[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4045,-1.6374,CCCC#C,0,G1,B,None,None,Uncharged
B-4046,-0.0889,CCOCC,0.015595854,G3,B,None,None,Uncharged
B-4048,-1.3192,CCCOCCC,0.1504,G3,B,None,None,Uncharged
B-4050,-1.1694,CCCCCCOCCO,0,G1,B,None,None,Uncharged
B-4051,-1.9402,CCCCOCCOCCCC,0,G1,B,None,None,Uncharged
B-4054,-0.031,C1CCOCC1,0,G1,B,None,None,Uncharged
B-4055,-2.6376,CCCCOCCCC,0.502016142,G4,B,None,None,Uncharged
B-4058,-1.5162,FC(F)OC(F)(F)C(F)Cl,0,G1,B,None,None,Uncharged
B-4059,-1.6157,FC(F)OC(Cl)C(F)(F)F,0,G1,B,None,None,Uncharged
B-4060,0.0161,CCN(CC)N=O,0,G1,B,None,None,Uncharged
B-4061,-3.7531,O=NN(C1=CC=CC=C1)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4063,-2.5395,OC1=C(C=CC2=CC=CC=C12)N=O,0,G1,B,None,None,Uncharged
B-4064,-1.0006,CC(C)N(N=O)C(C)C,0,G1,B,None,None,Uncharged
B-4065,-1.0006,CCCN(CCC)N=O,0,G1,B,None,None,Uncharged
B-4066,-2.0955,CCCCN(CCCC)N=O,0,G1,B,None,None,Uncharged
B-4067,-1.0354,CCCCN(CC)N=O,0,G1,B,None,None,Uncharged
B-4068,-0.6996,CCCCN(C)N=O,0,G1,B,None,None,Uncharged
B-4069,0.5321,CCN(C)N=O,0,G1,B,None,None,Uncharged
B-4071,-5.5526,BrC1=CC=C(C=C1)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4072,-4.6185,CC1=CC=C(C=C1)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4073,-5.7983,ClC1=CC(=CC=C1)C1=CC(Cl)=CC=C1,0,G1,B,None,None,Uncharged
B-4074,-6.5561,ClC1=CC=C(C=C1)C1=CC=C(Cl)C=C1,0.02195,G3,B,None,None,Uncharged
B-4076,-4.5917,ClC1=CC=CC=C1C1=CC=CC=C1,0.02585,G3,B,None,None,Uncharged
B-4081,-6.3899,ClC1=CC=C(C=C1Cl)C1=CC=CC=C1,0.52505,G2,B,None,None,Uncharged
B-4083,-5.0813,ClC1=CC=CC=C1C1=CC=CC=C1Cl,0.396765727,G5,B,None,None,Uncharged
B-4085,-7.3898,ClC1=CC=CC(Cl)=C1C1=C(Cl)C=CC=C1Cl,0.351912881,G5,B,None,None,Uncharged
B-4086,-5.3498,ClC1=CC=CC(=C1Cl)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4088,-7.9107,ClC1=C(Cl)C(Cl)=C(C(Cl)=C1Cl)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4089,-5.5851,ClC1=CC=CC(=C1)C1=CC=CC=C1Cl,0,G1,B,None,None,Uncharged
B-4090,-7.3867,ClC1=CC=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,0.40665,G3,B,None,None,Uncharged
B-4091,-6.8995,ClC1=CC=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1,0.45025,G3,B,None,None,Uncharged
B-4092,-6.8526,ClC1=CC=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1,0.1987,G3,B,None,None,Uncharged
B-4093,-7.7699,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-4094,-6.8754,ClC1=CC=C(C=C1)C1=CC=C(Cl)C(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-4096,-5.2878,ClC1=CC=C(C(Cl)=C1)C1=CC=CC=C1,0.0189,G3,B,None,None,Uncharged
B-4099,-5.2993,ClC1=CC=C(Cl)C(=C1)C1=CC=CC=C1,0.02965,G3,B,None,None,Uncharged
B-4100,-5.2803,ClC1=CC=C(C=C1)C1=CC=CC=C1Cl,0.092682361,G5,B,None,None,Uncharged
B-4102,-8.3813,ClC1=CC(Cl)=C(C=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl,0.034168504,G5,B,None,None,Uncharged
B-4106,-7.7563,BrC1=CC=C(C(Br)=C1Br)C1=CC=C(Br)C(Br)=C1Br,0,G1,B,None,None,Uncharged
B-4108,-6.4902,ClC1=CC=C(C(Cl)=C1)C1=CC=CC=C1Cl,0,G1,B,None,None,Uncharged
B-4109,-7.3263,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C=C1Cl,0.28185,G3,B,None,None,Uncharged
B-4110,-7.1895,ClC1=CC=C(Cl)C(=C1)C1=C(Cl)C=CC(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-4111,-7.9503,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-4113,-7.6499,ClC1=CC=C(C=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-4115,-7.9032,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,0.455045355,G5,B,None,None,Uncharged
B-4116,-5.9003,ClC1=CC=CC=C1C1=C(Cl)C=CC=C1Cl,0,G1,B,None,None,Uncharged
B-4117,-6.2095,ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1Cl,0.03475,G3,B,None,None,Uncharged
B-4118,-5.944,ClC1=CC=CC(=C1Cl)C1=CC=CC=C1Cl,0,G1,B,None,None,Uncharged
B-4119,-6.0077,ClC1=CC=CC(=C1)C1=CC(Cl)=CC=C1Cl,0,G1,B,None,None,Uncharged
B-4121,-6.287,ClC1=CC=C(C=C1Cl)C1=CC=CC=C1Cl,0.1115,G3,B,None,None,Uncharged
B-4122,-6.5541,ClC1=CC=C(C=C1)C1=CC=C(Cl)C(Cl)=C1,0.25295,G3,B,None,None,Uncharged
B-4123,-7.2722,ClC1=CC=CC(=C1Cl)C1=CC=CC(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-4124,-6.4654,ClC1=CC=C(Cl)C(=C1)C1=CC=CC(Cl)=C1Cl,0.11765,G3,B,None,None,Uncharged
B-4127,-6.8299,ClC1=CC=C(C(Cl)=C1Cl)C1=CC=CC=C1Cl,0,G1,B,None,None,Uncharged
B-4128,-7.8201,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=CC(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-4129,-7.8218,ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C=CC(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-4130,-8.4206,ClC1=CC=CC(=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.289863707,G5,B,None,None,Uncharged
B-4131,-0.953,NC(=O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4132,-3.0319,CC1=CC(=O)C2=CC=CC=C2C1=O,0.01905,G3,B,None,None,Uncharged
B-4136,-2.3822,ClCC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4138,-2.39,CSC1=CC=CC=C1,1.352074784,G2,B,None,None,Uncharged
B-4140,-0.6785,O=CNC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4141,-3.1772,S=C=NC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4144,-1.4001,CC(=O)NC1=CC=CC=C1Cl,0,G1,B,None,None,Uncharged
B-4145,-2.091,CC(=O)NC1=CC=CC(C)=C1,0,G1,B,None,None,Uncharged
B-4146,-1.9093,CC(=O)NC1=CC=CC=C1[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4147,-3.1364,S=C=NCC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4148,-1.9948,OC1=CC=C2CCCCC2=C1,0,G1,B,None,None,Uncharged
B-4149,-1.8427,NC(=O)C1=C(Cl)C=CC=C1Cl,0,G1,B,None,None,Uncharged
B-4150,-4.6613,CC1=CC=CC(OC2=CC=C(C=C2)[N+]([O-])=O)=C1,0,G1,B,None,None,PureChargeSeparation
B-4151,-0.0749,CC[NH2+]CNC(=O)C1=CC=CC=C1,0,G1,B,None,None,Positive
B-4152,-1.0947,C[NH2+]CC(C)C1=CC=CC=C1,0,G1,B,None,None,Positive
B-4153,-0.1738,O=NN1CCCCC1,0,G1,B,None,None,Uncharged
B-4154,-4.4544,C1=CC=C(C=C1)N=NC1=CC=CC=C1,0.2572,G3,B,None,None,Uncharged
B-4155,-2.2267,COC(=O)C1C2CCC(CC1OC(=O)C1=CC=CC=C1)[NH+]2C,0,G1,B,None,None,Positive
B-4156,-4.187,C[NH+](C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0,G1,B,None,None,Positive
B-4164,0.5526,COP(=O)(OC)OC,0,G1,B,None,None,Uncharged
B-4165,-0.0516,CC(C)OP(C)(=O)OC(C)C,0,G1,B,None,None,Uncharged
B-4167,-0.9462,NC(=O)NCC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4170,-1.563,NS(=O)(=O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4171,-1.3409,CC1=CC=CC(=C1)S(N)(=O)=O,0,G1,B,None,None,Uncharged
B-4172,-0.8147,ClCCN(CCCl)P1(=O)NCCCO1,0,G1,B,None,None,Uncharged
B-4173,-7.8092,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,0.386036099,G5,B,None,None,Uncharged
B-4174,-4.5695,COP(=S)(OC)OC1=CC=C(SC)C(C)=C1,0,G1,B,None,None,Uncharged
B-4176,-0.9624,CNC(=O)CSP(=S)(OC)OC,0.1112,G3,B,None,None,Uncharged
B-4179,-6.9004,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,0.7598,G2,B,None,None,Uncharged
B-4184,-2.5139,[O-]C(=O)COC1=CC=C(Cl)C=C1Cl,0.16805,G3,B,None,None,Negative
B-4186,-6.1094,CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-4187,-3.3804,CC(C)OC(=O)NC1=CC=CC(Cl)=C1,0,G1,B,None,None,Uncharged
B-4188,-1.6101,CN(C)C(=O)NC1=CC=CC=C1,0.110833218,G5,B,None,None,Uncharged
B-4189,-2.0027,CC(CCl)OC(C)CCl,0,G1,B,None,None,Uncharged
B-4190,-5.6657,OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,0.10885,G3,B,None,None,Uncharged
B-4192,-2.8271,CC(OC1=CC=C(Cl)C=C1Cl)C([O-])=O,0.18855,G3,B,None,None,Negative
B-4193,-3.3637,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0,G1,B,None,None,Uncharged
B-4195,-3.0005,CC(C)OC(=O)NC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4198,-3.7166,CCOP(=S)(OCC)SCSCC,0.1967,G3,B,None,None,Uncharged
B-4199,-4.2262,CCOP(=S)(OCC)SCCSCC,0,G1,B,None,None,Uncharged
B-4200,-5.5072,COP(=S)(OC)OC1=CC(Cl)=C(Cl)C=C1Cl,0.718787226,G4,B,None,None,Uncharged
B-4201,-4.7982,COP(=S)(NC(C)C)OC1=CC=C(Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-4202,-3.1639,CNP(=O)(OC)OC1=CC=C(C=C1Cl)C(C)(C)C,0,G1,B,None,None,Uncharged
B-4203,-2.2797,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0,G1,B,None,None,Uncharged
B-4204,-2.0594,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4205,-5.7524,CCOP(=S)(CC)OC1=CC(Cl)=C(Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-4206,-3.7443,CN(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,1.227163939,G4,B,None,None,Uncharged
B-4207,-3.5213,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,0.03535,G3,B,None,None,Uncharged
B-4208,-3.4624,CCOP(=O)(OCC)OC(=CCl)C1=CC=C(Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-4209,-3.8717,COP(=S)(OC)OC1=CC=C(C(Cl)=C1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-4210,-4.7584,CCCCN(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,0.0058,G3,B,None,None,Uncharged
B-4211,-0.6571,CCCCOC(N)=O,0.011678008,G3,B,None,None,Uncharged
B-4212,0.964,COC(N)=O,0,G1,B,None,None,Uncharged
B-4213,-0.1302,CCCOC(N)=O,0,G1,B,None,None,Uncharged
B-4214,-2.9864,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,0.134935837,G5,B,None,None,Uncharged
B-4217,-5.2939,COP(=S)(OC)SCSC1=CC=C(Cl)C=C1,0,G1,B,None,None,Uncharged
B-4219,-1.803,CNC(=O)OC1=CC=CC(C)=C1,0,G1,B,None,None,Uncharged
B-4221,-5.6466,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,0.63048122,G4,B,None,None,Uncharged
B-4222,-5.0169,CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,0,G1,B,None,None,PureChargeSeparation
B-4223,-6.0864,COP(=S)(OC)OC1=CC(Cl)=C(Br)C=C1Cl,1.0632,G2,B,None,None,Uncharged
B-4224,-3.4365,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,0.060958707,G5,B,None,None,Uncharged
B-4225,-2.2858,CCSC(=O)N1CCCCCC1,0.0421,G3,B,None,None,Uncharged
B-4226,-4.4503,CCCC(C)C(=O)NC1=CC=C(C)C(Cl)=C1,0,G1,B,None,None,Uncharged
B-4229,-3.3575,CNC(=O)OC1=CC(C)=CC(=C1)C(C)C,0,G1,B,None,None,Uncharged
B-4230,-2.6841,CNC(=O)OC1=CC=CC=C1C(C)C,0.08945,G3,B,None,None,Uncharged
B-4231,-3.7232,COP(=S)(OC)OC1=CC=C(C=C1)C#N,0,G1,B,None,None,Uncharged
B-4232,-2.5813,CNC(=O)OC1=CC(C)=CC(C)=C1,0,G1,B,None,None,Uncharged
B-4233,-2.895,CON(C)C(=O)NC1=CC=C(Br)C=C1,0,G1,B,None,None,Uncharged
B-4235,-6.2375,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,0.47625,G3,B,None,None,Uncharged
B-4236,-3.8971,CC(C#C)N(C)C(=O)NC1=CC=C(Cl)C=C1,0,G1,B,None,None,Uncharged
B-4238,-3.5714,COP1(=S)OCC2=CC=CC=C2O1,0.0643,G3,B,None,None,Uncharged
B-4239,-5.9521,CCOP(=S)(OCC)OC1=CC(Cl)=C(Br)C=C1Cl,0,G1,B,None,None,Uncharged
B-4240,-4.0218,CCCC(C)(C)C(=O)NC1=CC=C(Cl)C=C1,0,G1,B,None,None,Uncharged
B-4241,-3.3865,CCCOP(=O)(OCCC)OC1=CC=C(SC)C=C1,0,G1,B,None,None,Uncharged
B-4242,-5.7037,CCOP(=S)(OC1=CC=C(C=C1)C#N)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4243,-4.755,CCOP(=S)(OCC)SCSC(C)(C)C,0.2375,G3,B,None,None,Uncharged
B-4244,-3.9236,CON(C)C(=O)NC1=CC=C(Br)C(Cl)=C1,0,G1,B,None,None,Uncharged
B-4245,-3.4826,CN(C)C(=O)NC1=CC=C(C)C(Cl)=C1,0.404900196,G5,B,None,None,Uncharged
B-4246,-3.3305,CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4247,-6.616,COP(=S)(OC)OC1=CC(Cl)=C(I)C=C1Cl,0,G1,B,None,None,Uncharged
B-4249,-7.1379,COP(=S)(OC1=CC(Cl)=C(Br)C=C1Cl)C1=CC=CC=C1,0.944337088,G4,B,None,None,Uncharged
B-4250,-2.9648,CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,0.0674,G3,B,None,None,Uncharged
B-4251,-4.1504,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,0,G1,B,None,None,Uncharged
B-4252,-4.1939,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,0,G1,B,None,None,Uncharged
B-4253,-2.8579,CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4254,-3.9641,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,0.01705,G3,B,None,None,Uncharged
B-4258,-7.2429,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,0.53855,G2,B,None,None,Uncharged
B-4260,1.2283,CCC[NH3+],0,G1,B,None,None,Positive
B-4262,1.3561,CC=O,0,G1,B,None,None,Uncharged
B-4265,1.1303,CN(C)N=O,0,G1,B,None,None,Uncharged
B-4268,1.0218,[O-][N+]1=CC=CC=C1,0,G1,B,None,None,PureChargeSeparation
B-4269,-1.4969,CSSC,0.042010841,G5,B,None,None,Uncharged
B-4271,0.0938,CC1=CC=CN=C1C,0.1456,G3,B,None,None,Uncharged
B-4272,0.4471,CC1=CC=NC(C)=C1,0.054705291,G5,B,None,None,Uncharged
B-4273,-0.03,CC1=CC=C(C)N=C1,0.2155,G3,B,None,None,Uncharged
B-4274,-0.314,CC1=CC=NC=C1C,0.3365,G3,B,None,None,Uncharged
B-4275,-0.5115,CC1=CC(C)=CN=C1,0.44575,G3,B,None,None,Uncharged
B-4276,-0.5824,C=CC1=CC=CC=N1,0,G1,B,None,None,Uncharged
B-4277,-0.5579,C=CC1=CC=NC=C1,0,G1,B,None,None,Uncharged
B-4278,-1.4206,C1=CC=C(N=C1)C1=CC=CC=N1,0,G1,B,None,None,Uncharged
B-4279,-1.5376,C1=CC(=CC=N1)C1=CC=NC=C1,0,G1,B,None,None,Uncharged
B-4280,-2.6806,C1=CC2=C(N=C1)C1=C(C=C2)N=CC=C1,0,G1,B,None,None,Uncharged
B-4281,-3.6691,C1=CC2=CC3=CC=CC=C3N=C2C=C1,0,G1,B,None,None,Uncharged
B-4282,-3.3574,C1=CC2=C(C=C1)C1=C(C=C2)N=CC=C1,0.0087,G3,B,None,None,Uncharged
B-4284,-1.456,C1=CC2=CC=NC=C2C=C1,0.03962324,G5,B,None,None,Uncharged
B-4285,-5.4002,C1=CC2=CC=C(N=C2C=C1)C1=NC2=CC=CC=C2C=C1,0,G1,B,None,None,Uncharged
B-4286,-0.4155,C1=CC2=CN=NC=C2C=C1,0,G1,B,None,None,Uncharged
B-4287,-3.8813,CCOP(=S)(OCC)OC1=CC(C)=NC(=N1)C(C)C,0.12065,G3,B,None,None,Uncharged
B-4289,-3.9528,OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O,0,G1,B,None,None,Uncharged
B-4292,-2.5895,CCCCCCC1=CC=C(O)C=C1O,0.073401668,G3,B,None,None,Uncharged
B-4294,-4.3495,CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0.13975,G3,B,None,None,Uncharged
B-4298,-4.912,NC1=CC=C(C=C1Cl)C1=CC=C(N)C(Cl)=C1,0,G1,B,None,None,Uncharged
B-4301,-0.4658,NC1=CC=C(N)C=C1,0.060045902,G5,B,None,None,Uncharged
B-4303,-3.6098,COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,0,G1,B,None,None,Uncharged
B-4304,-1.9873,CC1=CC=C(C=C1)S(C)(=O)=O,0,G1,B,None,None,Uncharged
B-4307,0.995,CCN(CC)C=O,0,G1,B,None,None,Uncharged
B-4308,-2.2709,CCOC(=O)C(CC1=CNC2=CC=CC=C12)N(C)C=O,0,G1,B,None,None,Uncharged
B-4309,-1.4996,C=CS(=O)(=O)NC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-4310,-0.7894,CC1=CC=C(NO)C=C1,0,G1,B,None,None,Uncharged
B-4311,-0.4359,ONC1=CC=CC=C1,0.15055,G3,B,None,None,Uncharged
B-4312,-1.8609,CCOP(=S)(OCC)SCCS(=O)CC,0,G1,B,None,None,Uncharged
B-4313,-1.5124,CCOP(=O)(OCC)SCS(=O)CC,0,G1,B,None,None,Uncharged
B-4314,-0.9137,CCS(=O)CCSP(=S)(OC)OC,0,G1,B,None,None,Uncharged
